,ADAL,ADAR,ADEL,ADER,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,AIAL,AIAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,BDUL,BDUR,CEPDL,CEPDR,CEPVL,CEPVR,DVA,DVC,FLPL,FLPR,HSNL,HSNR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,PVCL,PVCR,PVNL,PVNR,PVPL,PVPR,PVQL,PVQR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,RIS,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SAADL,SAADR,SAAVL,SAAVR,SABD,SDQL,SDQR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB01,VB02,VC01,VD01
RMFR,0,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27539,26941,8809,0,0,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4962,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966,0,0,0,0,919,19049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0
RMGL,6407,0,860,0,0,0,5032,0,0,0,1113,0,0,5980,18273,0,0,0,180,0,0,0,0,5575,0,16232,0,0,0,0,0,0,3777,0,0,0,802,0,891,0,0,0,2204,1057,0,919,0,3658,6921,0,7478,21970,0,0,0,2319,203,334,0,0,0,0,1602,0,0,0,0,0,0,0,12764,0,1368,0,215,0,0,0,11312,1933,0,0,1705,0,0,0,0,0,4785,0,0,0,2168,0,107,0,0,0,0,0,0,0,832,0,0,0,7233,0,0,0,0,467,0,0,1003,4248,4784,7385,0,247,0,0,0,0,0,0,153,0,0,1412,746,4512,7310,28837,10163,444,0,0,0,0,0,3710,13814,31238,341,7043,193,398,0,0,0,991,3683,3875,0,3877,3794,6166,2080,3329,828,9219,0,1458,1229,0,0,0,0,0,0,4048,0,10264,0,0,0,0,0,1725,0,0,0
RMGR,0,4773,0,649,0,0,0,2232,0,0,0,0,985,0,0,20158,0,0,0,0,0,0,0,0,5764,0,15063,0,0,0,0,0,0,5371,0,0,0,4063,0,964,0,0,0,3878,83,1728,2338,0,0,7376,8130,4102,0,0,3461,0,0,3743,0,0,0,52,0,2354,0,0,0,0,0,867,0,9365,0,1563,822,0,0,1720,4405,8833,0,0,0,542,0,0,0,0,0,2096,0,0,0,588,0,0,0,0,26,0,0,0,6141,35,0,0,0,5155,2467,0,34,0,0,0,2117,3982,0,0,11833,0,1461,0,0,0,0,0,3526,2594,4079,0,2320,0,29091,9449,387,22552,0,0,0,0,3227,0,15508,10630,2323,1855,0,0,0,0,0,874,0,0,2303,2394,1390,2651,5189,0,417,0,16331,826,164,1306,0,0,0,0,0,0,2271,0,17698,0,0,0,0,0,0,0,0
RMHL,19,0,233,643,0,0,0,0,0,0,0,0,0,3688,0,0,0,0,0,0,0,0,0,0,0,2982,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,3714,0,3993,0,0,0,0,0,0,0,0,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,472,13528,2068,0,2339,0,0,811,0,0,0,0,0,2176,253,0,1379,0,0,0,1007,0,0,207,5364,2320,4691,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,27747,10415,5207,0,0,98,7685,3014,0,0,312,0,0,0,4459,8168,6622,2788,4397,12390,4212,0,0,106,0,0,6114,0,0,10626,0,327,3170,3273,0,1013,8067,1317,1586,1614,0,1867,716,0,7593,2757,1047,1230,0,10016,11329,3453,4647,131,0,298,0,988,1778,0,1274,0,0,0,0,7971,0,0,0
RMHR,0,0,3876,0,0,0,0,0,0,0,0,0,4098,71,0,0,0,0,0,0,0,0,0,22,0,4204,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,9871,3740,0,1033,0,0,1089,0,0,0,0,0,0,0,4022,0,0,0,0,0,0,0,0,0,0,0,0,9118,346,0,6697,288,0,0,0,0,0,0,0,116,0,0,0,0,1797,361,0,0,107,0,0,155,7922,0,4857,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9531,26998,0,0,0,6939,0,83,0,0,0,361,0,0,9817,1832,3333,1308,10896,4602,12,2098,0,0,184,0,0,7998,0,0,743,76,7528,1849,0,0,10577,839,1676,0,6317,0,9424,560,0,70,3905,0,1240,587,10343,6967,1633,0,166,0,83,14285,672,976,1065,46,0,0,0,2286,0,0,0
SAADL,4561,0,998,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,1278,0,0,0,0,0,0,905,5256,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,43,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9588,0,0,0,0,0,4127,0,0,891,0,0,0,0,0,0,0,0,0,0,0,82,323,0,0,0,14714,1208,2649,31701,32318,0,0,0,0,0,19220,927,0,945,0,0,8297,0,0,0,0,11500,19867,0,0,0,0,67,4329,0,34,137,4607,0,0,0,4446,0,3783,4487,2792,1013,17976,120,5320,0,0,25526,0,0,0,0,0,274,0,0,0,0,1798,0,12680,2536,0,0
SAADR,0,1733,1116,933,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,2157,0,5574,1087,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,324,0,0,139,0,0,0,7636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,3831,4061,0,0,0,0,0,0,0,0,301,0,0,0,0,0,509,9578,0,0,0,0,0,6263,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1301,0,0,0,0,6019,20709,1257,26599,24320,0,0,705,2725,27251,0,0,3141,0,664,632,0,0,0,0,0,14916,17055,0,0,6075,0,3861,141,0,1457,411,0,3725,0,0,0,1151,579,1844,0,4408,544,23919,558,7906,14340,192,0,0,0,179,798,0,0,0,0,0,0,2293,0,0,0,0
SAAVL,0,294,303,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,80,0,0,5087,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1163,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2674,2417,0,0,0,0,0,0,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,5529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,4605,335,12223,27333,0,0,0,0,2231,1201,0,0,1247,0,3581,0,0,0,0,0,0,30095,0,0,0,0,0,0,0,0,282,1202,0,249,0,0,1523,364,0,2832,18334,0,10095,1263,60608,12808,3436,0,0,0,0,0,0,0,0,464,478,0,0,0,0,0,0
SAAVR,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,245,0,0,895,2142,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3726,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,5113,0,0,17345,13939,0,0,0,0,6173,2355,0,0,0,457,0,3483,0,0,0,0,28697,0,0,0,0,0,12982,0,0,283,4680,152,1371,1325,1355,0,1534,1103,543,22993,3166,7372,0,56297,3884,0,11892,0,0,0,0,0,0,0,0,444,755,0,0,15772,0,0,0
SDQL,0,0,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,7314,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,5840,832,0,0,399,4048,0,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199,0,0,0,0,0,2688,0,0,0,0,0,5209,8853,2373,695,0,0,0,0,0,0,0,759,0,9382,0,0,0,0,0,0,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,61776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,0,0,0
SDQR,681,386,0,3657,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2886,8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,303,0,0,0,0,0,0,0,0,0,411,3758,0,0,2741,1256,0,0,2144,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5749,2428,0,0,0,0,17218,0,0,0,0,0,12697,12249,496,25,803,0,0,0,0,0,81,0,1034,1614,0,0,0,0,0,0,0,0,0,0,0,0,3509,9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4340,0,0,0
SIADL,0,540,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,670,0,3659,0,5017,17,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,423,2648,0,190,0,0,0,0,8800,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,11770,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8417,1763,0,0,0,2744,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,144,0,0,0,0,0,0,0,0,0,1024,0,0,13351,988,16935,1854,5061,3443,0,0,0,0,0,0,0,0,0,0,346,0,0,425,0,0,525,0,1980,0,2032,0,0,0
SIADR,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,739,3615,0,5445,0,270,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,1937,1811,0,266,867,0,0,0,3490,8717,4582,0,0,0,0,0,0,0,0,0,0,0,2359,0,0,0,14140,0,10,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,440,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482,31,0,0,0,1321,762,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,7847,0,1624,0,1327,15172,772,15804,5827,3457,0,0,0,0,0,0,0,0,0,0,0,444,1198,0,0,0,0,318,0,1057,0,0,0,0
SIAVL,1186,0,519,0,739,0,0,0,0,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,1139,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7855,2531,1754,0,0,0,0,8114,5982,0,0,0,0,0,0,0,0,394,0,0,0,0,0,4220,0,18304,0,2628,57,0,0,0,0,0,0,1521,0,0,0,0,0,339,0,1228,0,0,0,41,0,0,6162,0,0,1584,0,308,0,0,0,0,0,0,0,0,0,2490,1772,1264,0,0,0,128,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,114,7340,0,0,0,0,16016,0,18450,9849,0,0,0,0,0,0,0,0,0,0,887,0,1850,0,0,0,0,0,0,0,0,0,0,0
SIAVR,0,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,3099,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8837,0,0,0,0,0,403,0,7034,10913,644,1381,0,0,0,0,0,0,0,407,0,0,0,0,0,4557,25205,0,0,1604,0,0,0,0,0,292,0,1594,0,0,0,0,0,462,0,527,0,0,0,0,14208,0,0,0,0,0,0,0,0,0,2681,499,0,0,0,0,3489,6536,0,0,0,0,253,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,8874,0,0,0,0,886,45737,12089,17207,0,0,0,0,0,0,0,0,0,0,0,898,0,4891,0,0,0,0,0,0,0,0,0,0
SIBDL,3705,502,0,964,1783,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,258,0,10204,53,5959,467,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,183,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,31,0,0,6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,3738,1267,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22503,9629,0,0,0,0,0,0,0,0,0,0,0,0,2019,225,0,0,0,261,2159,0,296,0,0,0
SIBDR,163,7008,4197,0,0,76,0,0,0,0,0,0,0,0,612,0,1937,0,0,0,0,0,593,0,0,3325,0,539,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,5625,92,0,447,614,0,0,0,433,304,0,0,0,0,0,0,0,0,0,2229,0,0,0,0,0,1810,6959,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,443,216,0,0,0,0,4005,12646,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,9091,2110,347,0,121,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027,0,0,0,0,0,1045,0,7288,21270,0,0,0,0,0,0,0,0,0,0,0,509,413,5981,0,0,683,0,0,1411,0,0,0,0
SIBVL,5135,608,158,973,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907,492,0,6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4794,0,0,0,0,2317,0,0,0,0,5790,0,0,0,0,0,0,1100,121,0,0,1842,0,0,1103,42086,0,0,0,0,0,0,0,0,0,795,662,307,0,0,0,1441,228,1508,820,5612,0,0,0,3291,0,0,0,0,0,1138,350,0,0,4923,0,0,0,0,0,20,12090,1168,0,0,152,1090,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,4171,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,756,6602,269,0,0,0,1190,117,1581,230,0,0,0
SIBVR,6108,942,1085,0,0,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7621,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,845,1760,2261,0,1276,2831,0,0,2780,638,75,0,0,0,0,0,0,805,1609,265,0,0,1232,0,0,37028,0,3852,0,0,0,0,0,0,501,1038,1045,0,0,0,0,337,499,471,1668,0,7116,0,0,0,1602,0,0,3919,0,0,745,0,0,0,0,0,0,0,0,28480,2291,22706,0,0,0,848,1106,0,0,0,66,1305,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,1614,1286,0,0,0,0,0,0,33246,0,0,0,0,0,0,0,0,0,0,0,208,936,82,6737,0,0,0,0,1704,0,0,0,0,0
SMBDL,761,0,274,2822,9259,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,0,48,0,1704,0,10550,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,2081,0,424,0,822,0,0,12282,9682,0,0,0,0,0,0,0,0,0,0,0,0,0,8399,0,0,17833,2030,0,0,0,0,0,78,0,0,890,0,0,707,0,0,366,0,0,0,0,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,6659,1219,0,0,0,11943,1590,956,0,0,0,0,646,0,5554,4071,0,0,0,0,0,0,10366,0,0,2915,2127,0,0,0,0,0,0,0,0,0,3070,33838,0,19345,0,33171,6160,9145,19721,0,0,73930,494,3227,0,2449,121,0,0,700,0,218,6704,0,0,0,0,1915,0,6093,0,0,0
SMBDR,0,5467,0,0,0,10529,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,10606,0,7290,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,811,0,0,0,3799,12099,3507,339,0,0,0,0,0,0,0,64,0,0,7391,3090,0,213,13219,0,0,810,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,8427,0,0,0,0,0,0,0,0,0,0,930,0,0,0,1397,0,0,0,0,8308,9200,0,0,493,137,7058,7110,0,0,0,0,0,1638,9645,1567,0,0,0,0,0,0,6442,0,0,0,0,0,0,0,0,0,0,0,0,2073,0,0,56858,0,30532,3745,28063,28832,25569,3300,0,196,92700,0,6487,0,3559,0,0,0,0,7966,175,0,0,0,1563,0,1980,0,0,588,1768
SMBVL,27,0,1053,0,14809,0,0,0,0,0,0,0,0,0,5784,0,0,0,0,0,0,0,144,3073,0,695,0,0,0,0,1756,0,0,0,0,0,3665,0,0,0,0,0,0,0,0,0,0,0,465,1180,5854,6003,0,6744,0,4810,345,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,11926,0,3577,0,451,0,0,0,0,0,1822,0,0,0,0,0,0,0,0,0,1721,0,0,0,5665,0,0,30976,0,0,0,0,3939,0,0,0,1072,0,0,0,0,0,4838,1935,70,4394,0,2034,48,3670,0,0,0,0,2849,0,0,1334,0,0,0,0,0,0,0,0,0,6945,0,0,0,0,0,0,0,0,0,0,180,0,0,14331,0,1834,0,2624,6966,0,0,0,0,683,0,0,4112,0,0,0,0,2342,0,0,0,0,0,394,0,90,872,0,0
SMBVR,0,1347,0,777,0,21554,0,0,0,0,0,0,0,0,0,2383,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,0,0,14268,0,2793,0,586,4787,239,517,0,89,0,0,0,0,0,0,0,0,0,0,0,9753,8922,0,0,580,0,0,0,0,0,2302,0,74,0,0,0,0,0,325,0,2075,0,0,0,10203,34273,0,0,0,0,0,0,3244,0,0,0,0,0,0,0,0,90,6351,0,0,3488,116,1355,0,0,0,0,0,522,4983,1613,0,0,0,0,0,0,0,0,0,0,2998,0,169,0,0,0,0,0,0,1068,0,0,0,7,0,12302,0,11508,9153,1646,0,0,227,0,0,2707,589,0,0,0,0,77,0,6949,0,0,0,0,0,931,0,0,0,0
SMDDL,335,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,4403,12145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8171,2139,0,0,0,0,0,0,4051,9088,205,0,0,0,0,0,0,0,0,0,0,0,220,9536,0,0,0,0,0,0,0,0,0,1663,0,0,0,0,0,294,0,0,0,0,2821,2667,0,4589,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9578,18476,59,0,0,0,0,0,0,0,0,0,0,22845,0,0,0,0,0,0,0,0,16639,0,0,1133,1032,0,0,0,0,0,0,0,0,49,947,11845,4519,0,701,13149,610,0,84,0,0,0,0,0,0,9627,45240,0,0,0,0,0,2132,0,0,1154,6383,0,0,4526,0,0,0
SMDDR,0,2200,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,222,0,0,16281,2484,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,326,3361,0,176,0,0,0,0,922,4327,0,0,0,0,0,0,0,0,0,0,0,0,5934,1585,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169,10029,0,0,0,0,0,0,0,0,0,0,0,34546,0,0,0,0,0,0,0,0,16911,0,0,1674,0,145,0,0,0,0,0,0,0,1121,3371,0,20005,614,40,380,10269,2,0,0,0,0,0,26613,0,50568,5820,0,0,0,0,1187,0,0,0,2797,0,0,51,0,0,0,0
SMDVL,0,4654,1415,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932,68,0,0,0,0,0,0,994,0,16,0,0,0,0,0,0,0,2362,1010,0,0,0,0,0,7414,9027,0,0,0,0,0,179,0,1445,0,0,0,0,0,0,0,0,0,2753,2870,0,0,0,0,8087,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,2896,6145,0,0,0,0,0,221,0,0,0,0,0,26122,0,0,0,0,0,0,0,0,562,0,0,9925,1228,1046,0,0,0,0,0,0,1215,0,464,4765,12235,55,9074,2113,550,286,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,270,0,0,1572,0,0,0,0
SMDVR,2895,0,2540,1277,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,1961,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,6074,1529,0,0,514,0,0,103,565,0,0,0,0,0,0,0,0,1341,3030,12,0,0,0,10052,0,768,0,0,0,0,0,0,947,0,1911,0,0,0,0,0,0,0,0,9693,3613,0,0,0,0,0,6949,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,5925,4543,0,59,0,0,0,0,0,0,0,0,0,23550,0,0,0,0,0,0,0,0,665,0,0,14486,715,0,0,0,0,0,0,0,0,0,1975,10886,11652,10709,127,1356,2633,0,1192,0,0,0,0,0,0,26106,0,0,0,0,0,0,0,0,0,0,573,1908,0,12346,401,0,0
URADL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,323,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,1482,0,0,0,0,0,234,60,260,488,0,0,0,0,0,0,22255,0,0,0,0,0,0,0,0,0,0,0,1310,3602,10161,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,46,0,0,0,0,2663,0,0,0,0,0,67,115,0,0,686,0,0,0,0,0,0,30951,0,0,0,0,0,0,0,0,0,0,2156,4660,1281,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,423,0,856,0,0,0,0,0,0,0,21098,0,0,0,0,0,0,0,0,0,0,0,10098,2328,5726,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVR,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,566,0,0,0,0,0,293,0,0,0,0,0,136,0,0,0,0,16329,0,0,0,0,0,0,0,0,0,0,8547,10552,1949,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,13371,0,0,0,8041,0,0,0,1278,0,0,0,0,57,6261,0,231,257,1199,0,51,0,1399,575,0,0,0,131,0,0,0,0,0,0,0,0,1546,0,0,0,26480,0,1278,0,2208,27,1153,1734,5404,0,1604,0,777,1741,676,849,0,0,0,0,0,0,0,0,10,0,662,0,0,0,35807,0,52,0,2201,0,0,0,0,0,0,0,1245,0,552,0,2098,0,1930,0,80,0,342,0,0,0,86,0,0,0,0,0,0,449,5550,0,0,0,0,0,28544,0,295,0,7439,1153,376,0,0,7582,0,0,0,0,0,145,20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,4,190,0,0,240,524,0,0,2311,285,0,0,0,0,0,1423,0,0,0,8920,0,0,0,5898,0,1451,0,0,0,0,0
