,ADAL,ADAR,ADEL,ADER,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,AIAL,AIAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,BDUL,BDUR,CEPDL,CEPDR,CEPVL,CEPVR,DVA,DVC,FLPL,FLPR,HSNL,HSNR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,PVCL,PVCR,PVNL,PVNR,PVPL,PVPR,PVQL,PVQR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,RIS,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SAADL,SAADR,SAAVL,SAAVR,SABD,SDQL,SDQR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB01,VB02,VC01,VD01
BAGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,2634,0,0,0,0,0,0,0,0,25648,0,0,0,0,0,0,0,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,870,0,0,888,6463,0,0,0,0,0,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,231,0,0,0,0
BAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3948,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,9599,0,0,7334,3199,0,0,0,0,0,6927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,442,0,0,0,0,0
BDUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40125,25833,0,0,297,0,1139,0,0,0,0,0,332,0,2999,22353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0
BDUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35757,30549,0,0,0,0,2606,0,0,0,0,0,0,0,15,346,19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,54,0,1985,0,0,0,0,0,0,0,0,0,0,0,3211,0,312,340,0,0,0,0,51,6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,56,0,758,0,669,0,864,0,447,0,0,0,0,0,0,0,705,0,499,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,822,0,0,0,0,5262,0,0,0,0,0,4576,2860,0,741,0,1670,0,0,0,0,145,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7929,0,0,0,23028,0,0,0,7558,0,0,0,0,0,0,0
CEPDR,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,5861,95,0,0,0,0,0,101,0,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,682,0,805,0,424,352,0,0,0,0,0,0,0,0,627,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,834,0,0,0,0,11215,0,0,0,0,0,5547,9655,0,0,3221,0,520,0,0,0,197,611,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10908,0,0,0,13521,0,0,0,6157,0,0,0,0,0,0
CEPVL,509,0,1090,0,0,0,0,0,0,0,0,0,0,0,964,0,0,1441,0,0,0,0,0,4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,2149,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,0,0,0,0,0,0,0,2248,0,0,0,1393,0,0,436,0,13830,0,0,0,0,0,13989,6189,1040,426,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,2533,0,0,0,0,0,6980,0,0,0,0,0
CEPVR,0,357,0,644,0,0,0,0,0,0,0,0,0,0,0,7600,958,0,0,0,0,0,0,0,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,272,0,0,65,0,0,74,0,0,0,0,0,0,0,0,2683,0,0,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,163,0,0,0,427,0,0,0,0,0,18949,0,0,0,0,0,2406,6044,0,0,557,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,810,0,0,0,0,0,2059,0,0,0,0
DVA,8769,9873,1718,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8787,13676,0,0,0,0,0,0,0,0,0,0,5015,8643,0,0,1984,395,0,0,0,0,0,0,0,0,2155,3304,0,0,0,0,0,0,0,0,7805,1342,0,0,0,0,0,0,1407,1908,0,0,0,0,892,1415,0,515,0,0,0,0,1549,9,0,0,0,0,7313,19149,0,0,12299,0,0,0,0,0,5641,423,11443,11,313,351,0,558,0,0,0,0,27070,1219,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,1727,10891,11847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897,1518,0,0,0,0,124,0,1797,1773,6375,0,0,0
DVC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,34600,29111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5501,965
FLPL,3016,2370,8561,7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,2766,0,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,0,0,0,0,0,675,0,0,0,0,0,0,0,0,3311,0,0,0,0,0,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
FLPR,1439,2659,4171,965,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,334,0,0,192,0,0,0,0,0,0,0,0,0,3332,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0
HSNL,204,152,0,0,0,0,1773,3212,0,0,3878,4622,0,261,2012,5836,0,0,0,0,1361,901,0,0,0,0,0,0,701,849,0,1268,0,0,0,0,8784,11290,0,0,0,0,0,79,2048,9026,166,1047,0,0,51074,40712,927,0,3085,269,0,0,0,0,4200,12058,4259,7994,0,0,0,0,361,0,0,0,0,60,0,0,0,0,0,26497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,361,0,0,0,28213,16609,0,0,0,0,0,0,0,0,1816,10795,12073,0,0,0,394,649,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2080,1733,0,0,0,0,0,0,0,0,0,0,1150,632,0,0,0,0,0,0,0,0
HSNR,0,759,0,0,1359,0,2995,4834,0,0,9373,94,142,0,4915,277,0,0,47,0,1921,0,2630,0,658,0,0,0,187,1139,0,0,0,0,0,0,2184,5116,0,0,0,0,0,0,2980,6262,1158,0,0,0,33837,27270,715,0,3451,0,0,0,0,0,6673,8444,3476,1704,0,0,0,0,0,13903,0,0,0,0,0,0,6,208,0,0,0,0,0,360,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,879,273,29245,16612,0,0,5314,7335,5117,0,0,0,0,0,0,72,1498,3466,18394,0,0,0,1257,1458,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,2623,0,0,0,292,563,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
IL1DL,0,0,255,0,0,0,0,0,0,0,0,0,0,0,662,0,847,278,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,297,0,86,0,0,0,649,0,0,0,0,0,0,0,761,0,755,0,7477,0,0,0,0,0,0,0,0,0,0,720,5249,0,0,0,23150,0,0,0,0,0,14067,968,16287,0,0,0,0,0,0,0,841,0,0,0,0,0,3140,0,0,0,0,0,0,0,115,120,0,1786,0,0,0,0,19046,524,0,0,0,0,0,0,0,0,0,0,3466,7415,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17525,0,0,0,263,0,0,0,14081,0,0,0,0,0,0,0
IL1DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,415,625,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,455,0,238,0,876,1240,0,0,0,0,0,0,0,0,1018,0,155,0,5150,0,0,0,0,0,0,0,0,0,0,0,7380,0,99,0,24572,0,0,0,0,0,18255,0,14748,0,0,0,0,0,0,304,511,0,0,0,0,4650,0,0,0,0,0,0,0,522,0,225,0,880,0,0,0,0,27152,0,0,0,0,0,0,0,0,0,0,5368,156,6082,3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17986,0,0,0,0,0,0,0,15508,0,0,0,0,0,0
IL1L,0,0,10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,305,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,934,539,37232,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,3874,0,20049,0,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,7329,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1214,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,44158,1170,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,4647,0,16150,0,0,0,0,0,0,0,0,0,0
IL1VL,501,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,7258,0,0,492,0,0,0,0,0,0,6707,0,0,0,0,0,0,0,18825,0,16754,84,0,0,9598,0,0,0,0,0,0,0,0,0,0,0,5232,0,0,0,0,0,578,523,195,0,0,1439,0,0,0,0,17632,0,0,0,0,0,0,0,0,0,0,0,1516,15858,0,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11127,0,0,0,0,0,0,0,9440,0,0,0,0,0
