"Name","Runtime","Hostname","Notes","GPU Type","Tags","config.epochs","config.input_dim","config.lambda_reg","config.learning_rate","config.reduced_dim","final_test_metrics.geodesic_distance","final_test_metrics.mae","final_test_metrics.mse","final_test_metrics.pearson_corr","final_test_metrics.r2","final_train_metrics.geodesic_distance","final_train_metrics.mae","final_train_metrics.mse","final_train_metrics.pearson_corr","final_train_metrics.r2","test_mse_loss","test_pearson","train_mse_loss","train_pearson"
"shared_transformer_transcriptome_FC_random_fold1_final_eval","1","gv006.hpc.nyu.edu","-","Tesla V100-PCIE-32GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_1, parcellation_S100, split_random42, target_FC","100","10760","0","0.00009","","4.7374913752213","0.06756477163125385","0.00871370972213181","0.7224903742534479","0.4657658577937328","6.533233622354005","0.025888477112749997","0.0013300322844103513","0.9532244710557304","0.9022056962640188","0.008610130952937263","0.7242454375539508","0.002102409809594974","0.9238345133406776"
"dynamic_mlp_transcriptome_FC_random_fold2_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S100, split_random1, target_FC","100","21520","","0.00009","","5.394640624512497","0.06087644892371924","0.008012073723288753","0.7124419032210473","0.5060501455511328","5.741143680377278","0.016862617223261003","0.0006353525218141535","0.977369688226829","0.9536537845282562","0.0030175271288802228","0.7124800284703573","0.0019594828823003277","0.7603284778266117"
"dynamic_mlp_transcriptome_FC_random_fold3_final_eval","7","gh010.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S100, split_random42, target_FC","150","21520","","0.0001","","5.265467742093954","0.06302521748000757","0.007324090093053899","0.6973258354734042","0.44320934754862906","6.652820678660133","0.02022415616726144","0.0010686607655723982","0.9646948426078996","0.9275245899966982","0.0030362842759738364","0.6970962683359782","0.0025810428878998964","0.7145859578560139"
"dynamic_mlp_euclidean_SC_random_fold2_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S100, split_random42, target_SC","150","6","","0.00009","","6.856902819329996","1.165232513302911","5.614431938535045","0.6851022888149663","0.4311380693211303","10.290704662462469","0.9048141280514084","3.841434968080713","0.8023928032858811","0.6269365730339038","0.11276870220899582","0.6845106681187948","0.10524415456015487","0.7609220537646063"
"dynamic_mlp_transcriptome_FC_random_fold2_final_eval","1","gh010.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S100, split_random1, target_FC","100","21520","","0.0001","","6.277692883604771","0.06226814175232694","0.008647715794802835","0.683655707502006","0.466862374750507","5.445614420534949","0.01870622526865057","0.0007636797127791614","0.9742335555246486","0.9442928715875698","0.0031012884185959897","0.6848828395207723","0.001958231337304259","0.7793860106632627"
"shared_linear_encoder_transcriptome_FC_random_fold2_final_eval","1","gv005.hpc.nyu.edu","-","Tesla V100-PCIE-32GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_linear_encoder, omit_subcortical_False, outerfold_2, parcellation_S100, split_random1, target_FC","157","21520","0.0001","0.0001345417565524934","","5.632873477749896","0.06879708627622337","0.009799148178231102","0.6821018821589981","0.39587577654323947","9.73820666319234","0.05672729968787586","0.006506076781453205","0.8436526582144014","0.5254098692675999","0.009848828660324216","0.6985483914613724","0.004570321271647558","0.8459836208459103"
"shared_transformer_transcriptome_FC_random_fold3_final_eval","1","gv006.hpc.nyu.edu","-","Tesla V100-PCIE-32GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_3, parcellation_S100, split_random42, target_FC","100","10760","0","0.00009","","4.6637662128226935","0.06598630509907819","0.007814478172104252","0.6753709891817223","0.4059291536924976","7.3649242868547455","0.026944814272491503","0.001469520420375712","0.9497471619002504","0.9003387244988748","0.007800775735328595","0.6730164686838785","0.0026478003068216914","0.9105076933729236"
"shared_transformer_transcriptome_FC_random_fold2_final_eval","7","gv006.hpc.nyu.edu","-","Tesla V100-PCIE-32GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_2, parcellation_S100, split_random1, target_FC","100","10760","0","0.00009","","5.153762168210256","0.06891420955619705","0.009138750048799046","0.6753092831654874","0.43658977533772014","5.756203501992892","0.023925047253673188","0.0011899803087999533","0.9563719997082728","0.9131960889345349","0.009143787125746409","0.6674085259437561","0.002359552333002974","0.9146268265000704"
"dynamic_mlp_transcriptome_FC_random_fold3_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S100, split_random42, target_FC","150","21520","","0.00009","","5.310568858028861","0.06615352118594084","0.007999357506018512","0.6713142842958716","0.3918742904061322","6.321490000402336","0.016894050770410136","0.0007875696794126632","0.973891060164612","0.9465878815238168","0.0033190372244765363","0.6713716189066569","0.00206081071820367","0.7462847500011839"
"dynamic_mlp_transcriptome_FC_random_fold1_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_1, parcellation_S100, split_random42, target_FC","150","21520","","0.0001","","5.152925845776701","0.06968755383753711","0.00907706388459338","0.671244566120485","0.4434887559060373","8.770832423702727","0.02022265522130666","0.0010859879878096332","0.9612512994593284","0.9201497284101146","0.0034983005607500672","0.6654543727636337","0.002592254804247724","0.6718143735613141"
"dynamic_mlp_euclidean_SC_random_fold1_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_1, parcellation_S100, split_random42, target_SC","100","6","","0.0001","","7.496905426491721","1.06560749585812","4.920167987315912","0.6710839169749752","0.4244622840278671","12.228300325368382","1.2450882183230978","6.037033598282514","0.6957844283764185","0.42969560730559775","0.09703159518539906","0.6575377285480499","0.135676523404462","0.6554556169680187"
"dynamic_mlp_transcriptome_FC_random_fold0_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S100, split_random1, target_FC","100","21520","","0.00009","","6.722808895512205","0.05972619441834574","0.007230893533055293","0.6635331732897256","0.4240541109888152","5.465894198631188","0.019322837284881676","0.0009020723317880195","0.9759633632737889","0.9397563935804576","0.002865487360395491","0.6547905951738358","0.002100225313500102","0.7366810717753002"
"dynamic_mlp_transcriptome_FC_random_fold1_final_eval","0","gh010.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_1, parcellation_S100, split_random42, target_FC","100","21520","","0.00009","","6.066665335707273","0.07424961245729426","0.009506871695964684","0.6578844317683212","0.4171374067397575","6.610851594138296","0.02524892523550112","0.001605768405070151","0.9426174044683148","0.8819314350668628","0.003574920992832631","0.677563264966011","0.0031154684339916067","0.6278540045022964"
